,index,neg,neu,pos,compound,review,sentiment_category,polarity,sentiment_average_score
1032,1032,0.0,0.932,0.068,0.5927,Not    Boarded on time but it took ages to get to the runway due to congestion Flight was smooth and quick Snack and drinks were good for a short flight Landed only about ten minutes late One bag of three left in London forms quickly filled in and the bag was delivered the next morning,Positive,0.12803030303030302,0.3603651515151515
2215,2215,0.059,0.862,0.079,0.6953,cNot    I had hoped this would be a good review but unfortunately it won’t be I flew business class from LHR to PDX on the BA nonstop It was a 787–8 series aircraft The flight attendant specifically mentioned it was eight years old as he recalled flying it when it was brand new The business class seats were abysmal My seat was at the window facing backwards With the divider down which had to be in that position for boarding taxi takeoff and landing I was literally just a few feet away from the person in the aisle seat who was facing forward We both couldn’t help but stare at one another It couldn’t be avoided It was horrible The service wasn’t all that good either The flight attendant did a predinner drink When she came back to ask for my choice for dinner she said none of my selection were left I was a little upset as nothing else appealed to me She then came back later and said the other part of the aircraft had more of the meal selection I wanted I’m not sure why they didn’t coordinate that to begin with I was NOT offered any wine or other drink with with dinner The meal was put down in front of me and the flight attendant never came back other than to clear the tray Overall this flight was not very good I flew over on American and back on BA and paid 6000 roundtrip I’d fly American again My preferred carrier is United or Lufthansa I’ll never fly BA again,Positive,0.004629734065217939,0.349964867032609
1094,1094,0.112,0.757,0.131,0.7147, My recent experience with British Airways was not just horrendous it was an utter abdication of responsibility on their part I arrived at JFK ready for my flight to Malaga only to find it had been cancelled with zero notice After a draining 2hour altercation I was finally placed on a different flight The nightmare continued when I landed in Malaga sans luggage containing essentials for my sons wedding Thirty agonizing hours later the bags showed up—but my brandnew iPad and a special watch for my nephew were missing The items werent merely valuable they had emotional significance which made the loss even more gutwrenching Youd think a reputable airline would make amends for such  errors  Despite the clear mishandling of my baggage by their team they refused to offer any reimbursement or even a modest amount of airline credit Their customer service was not only ineffective but also astonishingly callous Their response was in essence Its your fault for trusting us with your belongings This isnt just poor customer service its a complete disregard for basic human decency and responsibility British Airways had numerous opportunities to right their wrongs and chose not to If you have any respect for your time belongings and emotional wellbeing avoid British Airways at all costs They not only fail to deliver on promises but also refuse to make amends when they err leaving customers to bear the brunt of their incompetence,Positive,0.03476190476190476,0.3747309523809524
2236,2236,0.08,0.825,0.096,0.5956, Booked online months ago and the only hitch was replacement aircraft meaning chosen seats were different I was informed of this prior to departure so could amend Bag drop at MAN T3 wasnt smooth but I suspect that was MAN fault Shuttle boarding was slow and delayed meaning a rush at LHR T5 The flight to CPT was full but we left more or less on time The cabin was clean and PE was what we expected sufficient leg and arm room plus a few little perks with drinks Only complaint is the seats actually recline too far Staff were very good during the first few hours of service especially George Food was quite tasty but one option wasnt loaded Breakfast was also quite tasty and we landed on time The fly in the ointment is both our cases arrived late on the carousel and only later did we notice both had been broken into likely at CPT All in all a pleasant surprise,Positive,0.08056547619047619,0.3380827380952381
2915,2915,0.059,0.862,0.079,0.6953,cNot    I had hoped this would be a good review but unfortunately it won’t be I flew business class from LHR to PDX on the BA nonstop It was a 787–8 series aircraft The flight attendant specifically mentioned it was eight years old as he recalled flying it when it was brand new The business class seats were abysmal My seat was at the window facing backwards With the divider down which had to be in that position for boarding taxi takeoff and landing I was literally just a few feet away from the person in the aisle seat who was facing forward We both couldn’t help but stare at one another It couldn’t be avoided It was horrible The service wasn’t all that good either The flight attendant did a predinner drink When she came back to ask for my choice for dinner she said none of my selection were left I was a little upset as nothing else appealed to me She then came back later and said the other part of the aircraft had more of the meal selection I wanted I’m not sure why they didn’t coordinate that to begin with I was NOT offered any wine or other drink with with dinner The meal was put down in front of me and the flight attendant never came back other than to clear the tray Overall this flight was not very good I flew over on American and back on BA and paid 6000 roundtrip I’d fly American again My preferred carrier is United or Lufthansa I’ll never fly BA again,Positive,0.004629734065217939,0.349964867032609
495,495,0.073,0.851,0.075,0.5999, This is to express our displeasure and concerns regarding our flight to Italy Our trip was effectively ruined by the failure of our luggage to arrive with us coupled with the length of time it took for it to eventually reach us 9 and 12 days Our departure dates June 19 2023  Flight BA 294 Chicago to London June 20 rebooked by BA on BA 546 London to Rome All flights were late On arrival in Rome my wife was forced to walk to the checkin desk because our reservation for wheelchair assist from the plane was never transferred by BA She was told by the cabin crew that there was no reservation for her transport Also our checked baggage 2 failed to make the BA rebooked flight from London to Rome BA took 9 days to deliver my bag and 12 days to deliver my wifes I called BA Baggage Claim Services daily I was frequently cut off after waiting on hold for over an hour We had Apple Air tags in both bags and sent pictures showing their exact location to BA Baggage Claim several times After 5 days BA stated that they found my wifes bag but needed to verify ownership Both bags as described had bright pink 4” easily visible tags and bright pink bows Taking 9 and 12 days to deliver them is inexcusable Our return date July 3  BA 553 Rome to London BA 297 London to Chicago All flights were late We arrived in Chicago more than 3 hours late missing our ground transportation to our home in Michigan 3 hours away We had to find a hotel and stay overnight near Chicago On July 12 we filed our expenses for replacement of lost clothing and toiletries also for food purchased at Heathrow due to the flight delay and overnight hotel charges in Chicago After 2 weeks I went online asking for some followup on both cases but have had no response at all from BA We are retirees on fixed income and cannot fund BA’s errors I can honestly say that the times I was able to reach a human being they were all courteous and attempted to help but appeared at a loss ,Positive,0.10566666666666666,0.35278333333333334
2248,2248,0.039,0.88,0.081,0.5957, I have been using BA for a while now and on average I cannot say that I am pretty satisfied BA somehow experience cancellations and delays most of the time Second the inflight service is usually weak Food portions are small and cabin crew is not very helpful especially when it comes to drink requests The screens in the A380s should be renewed as they are full of scratches and same size as A321s Especially in longer flights the entertainment system becomes more important There is also no welcome package except for pillow and small blanket I would expect more from BA If you are flying from the US to anywhere except the UK I would recommend considering other airlines But if you are flying tofrom UK directly then BA could be one of your choices,Positive,0.07631578947368423,0.3360078947368421
2836,2836,0.08,0.825,0.096,0.5956, Booked online months ago and the only hitch was replacement aircraft meaning chosen seats were different I was informed of this prior to departure so could amend Bag drop at MAN T3 wasnt smooth but I suspect that was MAN fault Shuttle boarding was slow and delayed meaning a rush at LHR T5 The flight to CPT was full but we left more or less on time The cabin was clean and PE was what we expected sufficient leg and arm room plus a few little perks with drinks Only complaint is the seats actually recline too far Staff were very good during the first few hours of service especially George Food was quite tasty but one option wasnt loaded Breakfast was also quite tasty and we landed on time The fly in the ointment is both our cases arrived late on the carousel and only later did we notice both had been broken into likely at CPT All in all a pleasant surprise,Positive,0.08056547619047619,0.3380827380952381
515,515,0.059,0.862,0.079,0.6953,cNot    I had hoped this would be a good review but unfortunately it won’t be I flew business class from LHR to PDX on the BA nonstop It was a 787–8 series aircraft The flight attendant specifically mentioned it was eight years old as he recalled flying it when it was brand new The business class seats were abysmal My seat was at the window facing backwards With the divider down which had to be in that position for boarding taxi takeoff and landing I was literally just a few feet away from the person in the aisle seat who was facing forward We both couldn’t help but stare at one another It couldn’t be avoided It was horrible The service wasn’t all that good either The flight attendant did a predinner drink When she came back to ask for my choice for dinner she said none of my selection were left I was a little upset as nothing else appealed to me She then came back later and said the other part of the aircraft had more of the meal selection I wanted I’m not sure why they didn’t coordinate that to begin with I was NOT offered any wine or other drink with with dinner The meal was put down in front of me and the flight attendant never came back other than to clear the tray Overall this flight was not very good I flew over on American and back on BA and paid 6000 roundtrip I’d fly American again My preferred carrier is United or Lufthansa I’ll never fly BA again,Positive,0.004629734065217939,0.349964867032609
936,936,0.08,0.825,0.096,0.5956, Booked online months ago and the only hitch was replacement aircraft meaning chosen seats were different I was informed of this prior to departure so could amend Bag drop at MAN T3 wasnt smooth but I suspect that was MAN fault Shuttle boarding was slow and delayed meaning a rush at LHR T5 The flight to CPT was full but we left more or less on time The cabin was clean and PE was what we expected sufficient leg and arm room plus a few little perks with drinks Only complaint is the seats actually recline too far Staff were very good during the first few hours of service especially George Food was quite tasty but one option wasnt loaded Breakfast was also quite tasty and we landed on time The fly in the ointment is both our cases arrived late on the carousel and only later did we notice both had been broken into likely at CPT All in all a pleasant surprise,Positive,0.08056547619047619,0.3380827380952381
3589,3589,0.026,0.891,0.083,0.7218,London Heathrow to Keflavik Iceland in Business Class on an A321 British Airways provides an unusual Business Class experience for intraEurope flights The seating is similar to most airlines  middle seat vacant and little extra space  but on British Airways the Business Class cabin extends to almost half the aircraft This makes it less than a premium experience at every step from boarding to onboard The WiFi worked for only half the flight and there are no refunds But when it worked it was surprisingly fast Service on this flight was very good and we got to Keflavik on time,Positive,0.08017857142857143,0.4009892857142857
389,389,0.026,0.891,0.083,0.7218,London Heathrow to Keflavik Iceland in Business Class on an A321 British Airways provides an unusual Business Class experience for intraEurope flights The seating is similar to most airlines  middle seat vacant and little extra space  but on British Airways the Business Class cabin extends to almost half the aircraft This makes it less than a premium experience at every step from boarding to onboard The WiFi worked for only half the flight and there are no refunds But when it worked it was surprisingly fast Service on this flight was very good and we got to Keflavik on time,Positive,0.08017857142857143,0.4009892857142857
847,847,0.046,0.813,0.141,0.6786,Not   Cabin luggage had to go to cargo even when I said I carried medicines There was no time to get them out the hand luggage The economy seats with Virgin Atlantic KLM and even Ryanair have more space Luckily it was a short flight,Positive,0.27777777777777773,0.4781888888888889
1173,1173,0.041,0.89,0.069,0.6833, Cancelled our flight lastminute then moved us onto a flight 2 days later operated by Japan Airlines We had paid a lot extra for extra legroom seats as I am very tall and they assigned me a middle seat deep in the middle of the plane Because it was operated by a different airline but booked by BA neither BA nor the other airline could change my seat over the phone despite seats being available After 4 hours of waiting in queues and sitting on hold their solution was for me to arrive early at the airport I did but the seats had already been given away for free by people who had booked directly with that airline and could check in online I got a £10 meal voucher as compensation for this enormous downgrade on a 14 hour flight Never again will I fly BA I would rather fly indirect with better airlines than use this disgrace of an airline again,Positive,0.18676470588235294,0.4350323529411765
473,473,0.041,0.89,0.069,0.6833, Cancelled our flight lastminute then moved us onto a flight 2 days later operated by Japan Airlines We had paid a lot extra for extra legroom seats as I am very tall and they assigned me a middle seat deep in the middle of the plane Because it was operated by a different airline but booked by BA neither BA nor the other airline could change my seat over the phone despite seats being available After 4 hours of waiting in queues and sitting on hold their solution was for me to arrive early at the airport I did but the seats had already been given away for free by people who had booked directly with that airline and could check in online I got a £10 meal voucher as compensation for this enormous downgrade on a 14 hour flight Never again will I fly BA I would rather fly indirect with better airlines than use this disgrace of an airline again,Positive,0.18676470588235294,0.4350323529411765
3336,3336,0.08,0.825,0.096,0.5956, Booked online months ago and the only hitch was replacement aircraft meaning chosen seats were different I was informed of this prior to departure so could amend Bag drop at MAN T3 wasnt smooth but I suspect that was MAN fault Shuttle boarding was slow and delayed meaning a rush at LHR T5 The flight to CPT was full but we left more or less on time The cabin was clean and PE was what we expected sufficient leg and arm room plus a few little perks with drinks Only complaint is the seats actually recline too far Staff were very good during the first few hours of service especially George Food was quite tasty but one option wasnt loaded Breakfast was also quite tasty and we landed on time The fly in the ointment is both our cases arrived late on the carousel and only later did we notice both had been broken into likely at CPT All in all a pleasant surprise,Positive,0.08056547619047619,0.3380827380952381
848,848,0.039,0.88,0.081,0.5957, I have been using BA for a while now and on average I cannot say that I am pretty satisfied BA somehow experience cancellations and delays most of the time Second the inflight service is usually weak Food portions are small and cabin crew is not very helpful especially when it comes to drink requests The screens in the A380s should be renewed as they are full of scratches and same size as A321s Especially in longer flights the entertainment system becomes more important There is also no welcome package except for pillow and small blanket I would expect more from BA If you are flying from the US to anywhere except the UK I would recommend considering other airlines But if you are flying tofrom UK directly then BA could be one of your choices,Positive,0.07631578947368423,0.3360078947368421
2848,2848,0.039,0.88,0.081,0.5957, I have been using BA for a while now and on average I cannot say that I am pretty satisfied BA somehow experience cancellations and delays most of the time Second the inflight service is usually weak Food portions are small and cabin crew is not very helpful especially when it comes to drink requests The screens in the A380s should be renewed as they are full of scratches and same size as A321s Especially in longer flights the entertainment system becomes more important There is also no welcome package except for pillow and small blanket I would expect more from BA If you are flying from the US to anywhere except the UK I would recommend considering other airlines But if you are flying tofrom UK directly then BA could be one of your choices,Positive,0.07631578947368423,0.3360078947368421
2832,2832,0.0,0.932,0.068,0.5927,Not    Boarded on time but it took ages to get to the runway due to congestion Flight was smooth and quick Snack and drinks were good for a short flight Landed only about ten minutes late One bag of three left in London forms quickly filled in and the bag was delivered the next morning,Positive,0.12803030303030302,0.3603651515151515
2115,2115,0.059,0.862,0.079,0.6953,cNot    I had hoped this would be a good review but unfortunately it won’t be I flew business class from LHR to PDX on the BA nonstop It was a 787–8 series aircraft The flight attendant specifically mentioned it was eight years old as he recalled flying it when it was brand new The business class seats were abysmal My seat was at the window facing backwards With the divider down which had to be in that position for boarding taxi takeoff and landing I was literally just a few feet away from the person in the aisle seat who was facing forward We both couldn’t help but stare at one another It couldn’t be avoided It was horrible The service wasn’t all that good either The flight attendant did a predinner drink When she came back to ask for my choice for dinner she said none of my selection were left I was a little upset as nothing else appealed to me She then came back later and said the other part of the aircraft had more of the meal selection I wanted I’m not sure why they didn’t coordinate that to begin with I was NOT offered any wine or other drink with with dinner The meal was put down in front of me and the flight attendant never came back other than to clear the tray Overall this flight was not very good I flew over on American and back on BA and paid 6000 roundtrip I’d fly American again My preferred carrier is United or Lufthansa I’ll never fly BA again,Positive,0.004629734065217939,0.349964867032609
3394,3394,0.112,0.757,0.131,0.7147, My recent experience with British Airways was not just horrendous it was an utter abdication of responsibility on their part I arrived at JFK ready for my flight to Malaga only to find it had been cancelled with zero notice After a draining 2hour altercation I was finally placed on a different flight The nightmare continued when I landed in Malaga sans luggage containing essentials for my sons wedding Thirty agonizing hours later the bags showed up—but my brandnew iPad and a special watch for my nephew were missing The items werent merely valuable they had emotional significance which made the loss even more gutwrenching Youd think a reputable airline would make amends for such  errors  Despite the clear mishandling of my baggage by their team they refused to offer any reimbursement or even a modest amount of airline credit Their customer service was not only ineffective but also astonishingly callous Their response was in essence Its your fault for trusting us with your belongings This isnt just poor customer service its a complete disregard for basic human decency and responsibility British Airways had numerous opportunities to right their wrongs and chose not to If you have any respect for your time belongings and emotional wellbeing avoid British Airways at all costs They not only fail to deliver on promises but also refuse to make amends when they err leaving customers to bear the brunt of their incompetence,Positive,0.03476190476190476,0.3747309523809524
3395,3395,0.073,0.851,0.075,0.5999, This is to express our displeasure and concerns regarding our flight to Italy Our trip was effectively ruined by the failure of our luggage to arrive with us coupled with the length of time it took for it to eventually reach us 9 and 12 days Our departure dates June 19 2023  Flight BA 294 Chicago to London June 20 rebooked by BA on BA 546 London to Rome All flights were late On arrival in Rome my wife was forced to walk to the checkin desk because our reservation for wheelchair assist from the plane was never transferred by BA She was told by the cabin crew that there was no reservation for her transport Also our checked baggage 2 failed to make the BA rebooked flight from London to Rome BA took 9 days to deliver my bag and 12 days to deliver my wifes I called BA Baggage Claim Services daily I was frequently cut off after waiting on hold for over an hour We had Apple Air tags in both bags and sent pictures showing their exact location to BA Baggage Claim several times After 5 days BA stated that they found my wifes bag but needed to verify ownership Both bags as described had bright pink 4” easily visible tags and bright pink bows Taking 9 and 12 days to deliver them is inexcusable Our return date July 3  BA 553 Rome to London BA 297 London to Chicago All flights were late We arrived in Chicago more than 3 hours late missing our ground transportation to our home in Michigan 3 hours away We had to find a hotel and stay overnight near Chicago On July 12 we filed our expenses for replacement of lost clothing and toiletries also for food purchased at Heathrow due to the flight delay and overnight hotel charges in Chicago After 2 weeks I went online asking for some followup on both cases but have had no response at all from BA We are retirees on fixed income and cannot fund BA’s errors I can honestly say that the times I was able to reach a human being they were all courteous and attempted to help but appeared at a loss ,Positive,0.10566666666666666,0.35278333333333334
895,895,0.073,0.851,0.075,0.5999, This is to express our displeasure and concerns regarding our flight to Italy Our trip was effectively ruined by the failure of our luggage to arrive with us coupled with the length of time it took for it to eventually reach us 9 and 12 days Our departure dates June 19 2023  Flight BA 294 Chicago to London June 20 rebooked by BA on BA 546 London to Rome All flights were late On arrival in Rome my wife was forced to walk to the checkin desk because our reservation for wheelchair assist from the plane was never transferred by BA She was told by the cabin crew that there was no reservation for her transport Also our checked baggage 2 failed to make the BA rebooked flight from London to Rome BA took 9 days to deliver my bag and 12 days to deliver my wifes I called BA Baggage Claim Services daily I was frequently cut off after waiting on hold for over an hour We had Apple Air tags in both bags and sent pictures showing their exact location to BA Baggage Claim several times After 5 days BA stated that they found my wifes bag but needed to verify ownership Both bags as described had bright pink 4” easily visible tags and bright pink bows Taking 9 and 12 days to deliver them is inexcusable Our return date July 3  BA 553 Rome to London BA 297 London to Chicago All flights were late We arrived in Chicago more than 3 hours late missing our ground transportation to our home in Michigan 3 hours away We had to find a hotel and stay overnight near Chicago On July 12 we filed our expenses for replacement of lost clothing and toiletries also for food purchased at Heathrow due to the flight delay and overnight hotel charges in Chicago After 2 weeks I went online asking for some followup on both cases but have had no response at all from BA We are retirees on fixed income and cannot fund BA’s errors I can honestly say that the times I was able to reach a human being they were all courteous and attempted to help but appeared at a loss ,Positive,0.10566666666666666,0.35278333333333334
894,894,0.112,0.757,0.131,0.7147, My recent experience with British Airways was not just horrendous it was an utter abdication of responsibility on their part I arrived at JFK ready for my flight to Malaga only to find it had been cancelled with zero notice After a draining 2hour altercation I was finally placed on a different flight The nightmare continued when I landed in Malaga sans luggage containing essentials for my sons wedding Thirty agonizing hours later the bags showed up—but my brandnew iPad and a special watch for my nephew were missing The items werent merely valuable they had emotional significance which made the loss even more gutwrenching Youd think a reputable airline would make amends for such  errors  Despite the clear mishandling of my baggage by their team they refused to offer any reimbursement or even a modest amount of airline credit Their customer service was not only ineffective but also astonishingly callous Their response was in essence Its your fault for trusting us with your belongings This isnt just poor customer service its a complete disregard for basic human decency and responsibility British Airways had numerous opportunities to right their wrongs and chose not to If you have any respect for your time belongings and emotional wellbeing avoid British Airways at all costs They not only fail to deliver on promises but also refuse to make amends when they err leaving customers to bear the brunt of their incompetence,Positive,0.03476190476190476,0.3747309523809524
1073,1073,0.041,0.89,0.069,0.6833, Cancelled our flight lastminute then moved us onto a flight 2 days later operated by Japan Airlines We had paid a lot extra for extra legroom seats as I am very tall and they assigned me a middle seat deep in the middle of the plane Because it was operated by a different airline but booked by BA neither BA nor the other airline could change my seat over the phone despite seats being available After 4 hours of waiting in queues and sitting on hold their solution was for me to arrive early at the airport I did but the seats had already been given away for free by people who had booked directly with that airline and could check in online I got a £10 meal voucher as compensation for this enormous downgrade on a 14 hour flight Never again will I fly BA I would rather fly indirect with better airlines than use this disgrace of an airline again,Positive,0.18676470588235294,0.4350323529411765
832,832,0.0,0.932,0.068,0.5927,Not    Boarded on time but it took ages to get to the runway due to congestion Flight was smooth and quick Snack and drinks were good for a short flight Landed only about ten minutes late One bag of three left in London forms quickly filled in and the bag was delivered the next morning,Positive,0.12803030303030302,0.3603651515151515
2932,2932,0.0,0.932,0.068,0.5927,Not    Boarded on time but it took ages to get to the runway due to congestion Flight was smooth and quick Snack and drinks were good for a short flight Landed only about ten minutes late One bag of three left in London forms quickly filled in and the bag was delivered the next morning,Positive,0.12803030303030302,0.3603651515151515
2273,2273,0.041,0.89,0.069,0.6833, Cancelled our flight lastminute then moved us onto a flight 2 days later operated by Japan Airlines We had paid a lot extra for extra legroom seats as I am very tall and they assigned me a middle seat deep in the middle of the plane Because it was operated by a different airline but booked by BA neither BA nor the other airline could change my seat over the phone despite seats being available After 4 hours of waiting in queues and sitting on hold their solution was for me to arrive early at the airport I did but the seats had already been given away for free by people who had booked directly with that airline and could check in online I got a £10 meal voucher as compensation for this enormous downgrade on a 14 hour flight Never again will I fly BA I would rather fly indirect with better airlines than use this disgrace of an airline again,Positive,0.18676470588235294,0.4350323529411765
2173,2173,0.041,0.89,0.069,0.6833, Cancelled our flight lastminute then moved us onto a flight 2 days later operated by Japan Airlines We had paid a lot extra for extra legroom seats as I am very tall and they assigned me a middle seat deep in the middle of the plane Because it was operated by a different airline but booked by BA neither BA nor the other airline could change my seat over the phone despite seats being available After 4 hours of waiting in queues and sitting on hold their solution was for me to arrive early at the airport I did but the seats had already been given away for free by people who had booked directly with that airline and could check in online I got a £10 meal voucher as compensation for this enormous downgrade on a 14 hour flight Never again will I fly BA I would rather fly indirect with better airlines than use this disgrace of an airline again,Positive,0.18676470588235294,0.4350323529411765
532,532,0.0,0.932,0.068,0.5927,Not    Boarded on time but it took ages to get to the runway due to congestion Flight was smooth and quick Snack and drinks were good for a short flight Landed only about ten minutes late One bag of three left in London forms quickly filled in and the bag was delivered the next morning,Positive,0.12803030303030302,0.3603651515151515
889,889,0.026,0.891,0.083,0.7218,London Heathrow to Keflavik Iceland in Business Class on an A321 British Airways provides an unusual Business Class experience for intraEurope flights The seating is similar to most airlines  middle seat vacant and little extra space  but on British Airways the Business Class cabin extends to almost half the aircraft This makes it less than a premium experience at every step from boarding to onboard The WiFi worked for only half the flight and there are no refunds But when it worked it was surprisingly fast Service on this flight was very good and we got to Keflavik on time,Positive,0.08017857142857143,0.4009892857142857
415,415,0.059,0.862,0.079,0.6953,cNot    I had hoped this would be a good review but unfortunately it won’t be I flew business class from LHR to PDX on the BA nonstop It was a 787–8 series aircraft The flight attendant specifically mentioned it was eight years old as he recalled flying it when it was brand new The business class seats were abysmal My seat was at the window facing backwards With the divider down which had to be in that position for boarding taxi takeoff and landing I was literally just a few feet away from the person in the aisle seat who was facing forward We both couldn’t help but stare at one another It couldn’t be avoided It was horrible The service wasn’t all that good either The flight attendant did a predinner drink When she came back to ask for my choice for dinner she said none of my selection were left I was a little upset as nothing else appealed to me She then came back later and said the other part of the aircraft had more of the meal selection I wanted I’m not sure why they didn’t coordinate that to begin with I was NOT offered any wine or other drink with with dinner The meal was put down in front of me and the flight attendant never came back other than to clear the tray Overall this flight was not very good I flew over on American and back on BA and paid 6000 roundtrip I’d fly American again My preferred carrier is United or Lufthansa I’ll never fly BA again,Positive,0.004629734065217939,0.349964867032609
2847,2847,0.046,0.813,0.141,0.6786,Not   Cabin luggage had to go to cargo even when I said I carried medicines There was no time to get them out the hand luggage The economy seats with Virgin Atlantic KLM and even Ryanair have more space Luckily it was a short flight,Positive,0.27777777777777773,0.4781888888888889
3389,3389,0.026,0.891,0.083,0.7218,London Heathrow to Keflavik Iceland in Business Class on an A321 British Airways provides an unusual Business Class experience for intraEurope flights The seating is similar to most airlines  middle seat vacant and little extra space  but on British Airways the Business Class cabin extends to almost half the aircraft This makes it less than a premium experience at every step from boarding to onboard The WiFi worked for only half the flight and there are no refunds But when it worked it was surprisingly fast Service on this flight was very good and we got to Keflavik on time,Positive,0.08017857142857143,0.4009892857142857
3415,3415,0.059,0.862,0.079,0.6953,cNot    I had hoped this would be a good review but unfortunately it won’t be I flew business class from LHR to PDX on the BA nonstop It was a 787–8 series aircraft The flight attendant specifically mentioned it was eight years old as he recalled flying it when it was brand new The business class seats were abysmal My seat was at the window facing backwards With the divider down which had to be in that position for boarding taxi takeoff and landing I was literally just a few feet away from the person in the aisle seat who was facing forward We both couldn’t help but stare at one another It couldn’t be avoided It was horrible The service wasn’t all that good either The flight attendant did a predinner drink When she came back to ask for my choice for dinner she said none of my selection were left I was a little upset as nothing else appealed to me She then came back later and said the other part of the aircraft had more of the meal selection I wanted I’m not sure why they didn’t coordinate that to begin with I was NOT offered any wine or other drink with with dinner The meal was put down in front of me and the flight attendant never came back other than to clear the tray Overall this flight was not very good I flew over on American and back on BA and paid 6000 roundtrip I’d fly American again My preferred carrier is United or Lufthansa I’ll never fly BA again,Positive,0.004629734065217939,0.349964867032609
2947,2947,0.046,0.813,0.141,0.6786,Not   Cabin luggage had to go to cargo even when I said I carried medicines There was no time to get them out the hand luggage The economy seats with Virgin Atlantic KLM and even Ryanair have more space Luckily it was a short flight,Positive,0.27777777777777773,0.4781888888888889
1047,1047,0.046,0.813,0.141,0.6786,Not   Cabin luggage had to go to cargo even when I said I carried medicines There was no time to get them out the hand luggage The economy seats with Virgin Atlantic KLM and even Ryanair have more space Luckily it was a short flight,Positive,0.27777777777777773,0.4781888888888889
1048,1048,0.039,0.88,0.081,0.5957, I have been using BA for a while now and on average I cannot say that I am pretty satisfied BA somehow experience cancellations and delays most of the time Second the inflight service is usually weak Food portions are small and cabin crew is not very helpful especially when it comes to drink requests The screens in the A380s should be renewed as they are full of scratches and same size as A321s Especially in longer flights the entertainment system becomes more important There is also no welcome package except for pillow and small blanket I would expect more from BA If you are flying from the US to anywhere except the UK I would recommend considering other airlines But if you are flying tofrom UK directly then BA could be one of your choices,Positive,0.07631578947368423,0.3360078947368421
2548,2548,0.039,0.88,0.081,0.5957, I have been using BA for a while now and on average I cannot say that I am pretty satisfied BA somehow experience cancellations and delays most of the time Second the inflight service is usually weak Food portions are small and cabin crew is not very helpful especially when it comes to drink requests The screens in the A380s should be renewed as they are full of scratches and same size as A321s Especially in longer flights the entertainment system becomes more important There is also no welcome package except for pillow and small blanket I would expect more from BA If you are flying from the US to anywhere except the UK I would recommend considering other airlines But if you are flying tofrom UK directly then BA could be one of your choices,Positive,0.07631578947368423,0.3360078947368421
395,395,0.073,0.851,0.075,0.5999, This is to express our displeasure and concerns regarding our flight to Italy Our trip was effectively ruined by the failure of our luggage to arrive with us coupled with the length of time it took for it to eventually reach us 9 and 12 days Our departure dates June 19 2023  Flight BA 294 Chicago to London June 20 rebooked by BA on BA 546 London to Rome All flights were late On arrival in Rome my wife was forced to walk to the checkin desk because our reservation for wheelchair assist from the plane was never transferred by BA She was told by the cabin crew that there was no reservation for her transport Also our checked baggage 2 failed to make the BA rebooked flight from London to Rome BA took 9 days to deliver my bag and 12 days to deliver my wifes I called BA Baggage Claim Services daily I was frequently cut off after waiting on hold for over an hour We had Apple Air tags in both bags and sent pictures showing their exact location to BA Baggage Claim several times After 5 days BA stated that they found my wifes bag but needed to verify ownership Both bags as described had bright pink 4” easily visible tags and bright pink bows Taking 9 and 12 days to deliver them is inexcusable Our return date July 3  BA 553 Rome to London BA 297 London to Chicago All flights were late We arrived in Chicago more than 3 hours late missing our ground transportation to our home in Michigan 3 hours away We had to find a hotel and stay overnight near Chicago On July 12 we filed our expenses for replacement of lost clothing and toiletries also for food purchased at Heathrow due to the flight delay and overnight hotel charges in Chicago After 2 weeks I went online asking for some followup on both cases but have had no response at all from BA We are retirees on fixed income and cannot fund BA’s errors I can honestly say that the times I was able to reach a human being they were all courteous and attempted to help but appeared at a loss ,Positive,0.10566666666666666,0.35278333333333334
394,394,0.112,0.757,0.131,0.7147, My recent experience with British Airways was not just horrendous it was an utter abdication of responsibility on their part I arrived at JFK ready for my flight to Malaga only to find it had been cancelled with zero notice After a draining 2hour altercation I was finally placed on a different flight The nightmare continued when I landed in Malaga sans luggage containing essentials for my sons wedding Thirty agonizing hours later the bags showed up—but my brandnew iPad and a special watch for my nephew were missing The items werent merely valuable they had emotional significance which made the loss even more gutwrenching Youd think a reputable airline would make amends for such  errors  Despite the clear mishandling of my baggage by their team they refused to offer any reimbursement or even a modest amount of airline credit Their customer service was not only ineffective but also astonishingly callous Their response was in essence Its your fault for trusting us with your belongings This isnt just poor customer service its a complete disregard for basic human decency and responsibility British Airways had numerous opportunities to right their wrongs and chose not to If you have any respect for your time belongings and emotional wellbeing avoid British Airways at all costs They not only fail to deliver on promises but also refuse to make amends when they err leaving customers to bear the brunt of their incompetence,Positive,0.03476190476190476,0.3747309523809524
3332,3332,0.0,0.932,0.068,0.5927,Not    Boarded on time but it took ages to get to the runway due to congestion Flight was smooth and quick Snack and drinks were good for a short flight Landed only about ten minutes late One bag of three left in London forms quickly filled in and the bag was delivered the next morning,Positive,0.12803030303030302,0.3603651515151515
932,932,0.0,0.932,0.068,0.5927,Not    Boarded on time but it took ages to get to the runway due to congestion Flight was smooth and quick Snack and drinks were good for a short flight Landed only about ten minutes late One bag of three left in London forms quickly filled in and the bag was delivered the next morning,Positive,0.12803030303030302,0.3603651515151515
