,index,neg,neu,pos,compound,review,sentiment_category
2279,2279,0.102,0.874,0.024,-0.6366,Not    We will never fly British Airways again Our flight on July 15 2023 from LHR to LAX was cancelled 20 hours before departure without any explanation Since 8 weeks we are now waiting for the refund and BA does not pay us the cost caused by the cancellation Very disappointing,Negative
2281,2281,0.136,0.864,0.0,-0.743,Not    British Airways has confirmed itself as the worst airline in the UK Last minute cancellation no explanation refusal to book with another airline “because we don’t have an arrangement with them” What’s happened to what used to be our national airline,Negative
797,797,0.037,0.934,0.029,-0.7449, I arrived at the airport about 25 hours before takeoff to have more than about time to get checked in go through security etc All that went without any issues Being that I was relatively early at the gate I was one of the first passengers there After some time boarding had opened First the business class got called up then families with children and disabled people A couple minutes into the boarding they started to call up people one by one by name Then there was an announcement they won’t let anyone in anymore Me and about fifty other people were still standing at the gate not being let in The reason they said was that the plane was short staffed Later I discovered speaking to a manager that not only the flight was short staffed but also it was overbooked After the announcement people were getting angry because they wouldn’t be let in anymore Nothing changed and everyone was sent away I had a connecting flight later that day that I was going to miss because I was not let on the plane First I tried to get my luggage back which I didn’t receive immediately but got a hold of later on thanks to the airport personnel Then just like everyone who was going to fly with the same plane I wanted to talk to someone from British Airways Since they don’t have a service center at Frankfurt Airport everyone went to the checkin counters where we received food vouchers but not a single person was either able to rebook my or anyone’s flight nor get anyone refunded All the staff said was that we were going to receive an email in a couple hours with options to rebook the flight or get a refund I waited four hours for the email at the airport that did not come until today Trying to call the airline did not help either because they did not answer the phone or hung up in the middle of the conversation After the four hours of waiting for the email me and some other people from the same flight went back to the checkin counter to get a confirmation from them that I will receive a refund Being that there was a new shift the personell did not know what had happened When they scanned my passport an looked at the flight they found out that the system was dying that it was my fault I could not attend the flight It looked like I had missed it For everyone standing there with me it was exactly the same But the people at the counter said they could not do anything about it Later on we were able to speak to the manager after many phone calls he said they were going to take care of it We are supposed to get an email at some point in the future I was not able to get a written confirmation that I will get refunded even after several times asking for it I already flew a lot of times in my life but never ever has such a thing a happened to me Not only that me and so many other people were not let into the plane but also the customer service being so horrible that they were not able to rebook or confirm a refund in any way In the end the only option for me to get to my destination would have been to book a last minute flight for a lot of money which I would not know if I ever got it backed,Negative
3426,3426,0.118,0.845,0.037,-0.6729,     Never I saw such a terrible customer experience The plane landed already 30 minutes late despite any operational delays the boarding took over 1 hour because the crew did not know where to place the luggages After this long 1 hour boarding process the captain did not apologise  This is extremely frustrating when this occurs on a night flight forcing passengers to lose train connections to home,Negative
766,766,0.11,0.82,0.07,-0.6428, BA standards continue to decline every time I fly with them This time a 45 min late departure which seems the norm for BA and no information from the rude and clueless boarding gate staff The Club lounge was overcrowded dirty and grubby and cleaning staff could not cope How many more cutbacks is BA going to apply before they become truly low cost As a 35 year veteran user of BA while people complained of Alex Cruz cutting costs the past 3 years has seen them decline very quickly under their latest CEO One reads the occasional article about BA improving things but I have yet to see anything substantive There seem to be few British staff left amongst the cabin crew so maybe time for a name change and give the flag carrier status to a proper lowcost  and sadly the staff service has declined year on year Onboard the catering remains poor and surprised that DoCo can produce such rubbish meals when I have sampled their Turkish Airlines equivalent in August that was superb  guessing BA are too tight with their budget Onboard WiFi service is a joke and should be avoided,Negative
806,806,0.128,0.81,0.062,-0.6801, Very Poor Business class product BA is not even close to the other airline leaders Which ever way they sell the seat on a 777 it is a 242 layout The cabin feels and is very cramped The food in business class is economy quality just served in a china dish However the price of course is at premier levels The only positive of the whole fight and return were the cabin crew who were fantastic I felt genuinely sorry for them having to try and flog such a poor product Would I fly BA business again only if their were no other options and I had no choice,Negative
881,881,0.136,0.864,0.0,-0.743,Not    British Airways has confirmed itself as the worst airline in the UK Last minute cancellation no explanation refusal to book with another airline “because we don’t have an arrangement with them” What’s happened to what used to be our national airline,Negative
879,879,0.102,0.874,0.024,-0.6366,Not    We will never fly British Airways again Our flight on July 15 2023 from LHR to LAX was cancelled 20 hours before departure without any explanation Since 8 weeks we are now waiting for the refund and BA does not pay us the cost caused by the cancellation Very disappointing,Negative
826,826,0.118,0.845,0.037,-0.6729,     Never I saw such a terrible customer experience The plane landed already 30 minutes late despite any operational delays the boarding took over 1 hour because the crew did not know where to place the luggages After this long 1 hour boarding process the captain did not apologise  This is extremely frustrating when this occurs on a night flight forcing passengers to lose train connections to home,Negative
3406,3406,0.128,0.81,0.062,-0.6801, Very Poor Business class product BA is not even close to the other airline leaders Which ever way they sell the seat on a 777 it is a 242 layout The cabin feels and is very cramped The food in business class is economy quality just served in a china dish However the price of course is at premier levels The only positive of the whole fight and return were the cabin crew who were fantastic I felt genuinely sorry for them having to try and flog such a poor product Would I fly BA business again only if their were no other options and I had no choice,Negative
835,835,0.126,0.815,0.059,-0.7269, Booked a flight from Bucharest to Manchester with a 2h 45’ layover at Heathrow Flight was delayed from Bucharest because of ATC strike Arrived at Heathrow 40 minutes later than scheduled and still had enough time to catch my connecting flight Unfortunately we were stranded in the plane and waited a very long time to disembark the plane due to lack of staff or slot shortage it’s a common problem with BA at Heathrow I missed my connecting flight because of their delays and they told me I had to wait all night in a freezing airport for the first flight the next day There was just a shameful 10£ food voucher which is a joke considering the ridiculous prices at LHR No accommodation offered and had to sleep in a very cold airport I asked for compensation and they sent me a long text with the same lame excuses that they are sorry but they will not compensate anything  I can’t imagine a worst airline than BA regarding customer care It is not about money here but rather than the way they treat customers It is the last time in my lifetime that I will be flying this joke of an airline,Negative
869,869,0.081,0.882,0.037,-0.7184, I take comfort in reading the last ten or so reviews to see Im not the only traveller to put in words how absolutely abysmal British Airways are The only reason we are stuck using this awful airline is to use up points We booked Club Europe months ago London to Athens sat in row 3 and told they had run out of food options only choice was lentil pie or green curry Returning Athens to London Club Europe Couldnt check in online as promised so arrived at the airport 3hrs early To be told they had overbooked the flight and basically we were being bumped to economy This airline fails to deliver time and time again It is a national disgrace and I implore everyone to choose an alternative ,Negative
2306,2306,0.128,0.81,0.062,-0.6801, Very Poor Business class product BA is not even close to the other airline leaders Which ever way they sell the seat on a 777 it is a 242 layout The cabin feels and is very cramped The food in business class is economy quality just served in a china dish However the price of course is at premier levels The only positive of the whole fight and return were the cabin crew who were fantastic I felt genuinely sorry for them having to try and flog such a poor product Would I fly BA business again only if their were no other options and I had no choice,Negative
868,868,0.064,0.9,0.036,-0.5905, Not a reliable airline You cannot trust the timing at all I had a 645am flight boarding was on time but then we are sitting in the plane for already 15 hours and the expected departure is still not clear They have discovered the engine is not working I am risking to be late for a business meeting in Geneva How come they bring a not working plane to the gate The funny thing is that I had another business trip in spring 2023 also with BA to Amsterdam When I arrived to the Airport that time  I was told I dont have a seat I was put on the next flight in several hours which should have get me to the business meeting late but still not too much A lot of stress In the end on the second plane we were sitting in the cabin for 15 hours and I have missed the meeting I thought it was a dramatic unlucky case that time but today I see its routine for BA not to fly on time,Negative
840,840,0.171,0.783,0.046,-0.6042,Not    A totally unremarkable flight on time as comfortable as European configuration goes No catering due to the storm  effect greatly exaggerated This was advised by email and a euro 15 was provided  not easy to use  but lounge made up for this loss,Negative
866,866,0.11,0.82,0.07,-0.6428, BA standards continue to decline every time I fly with them This time a 45 min late departure which seems the norm for BA and no information from the rude and clueless boarding gate staff The Club lounge was overcrowded dirty and grubby and cleaning staff could not cope How many more cutbacks is BA going to apply before they become truly low cost As a 35 year veteran user of BA while people complained of Alex Cruz cutting costs the past 3 years has seen them decline very quickly under their latest CEO One reads the occasional article about BA improving things but I have yet to see anything substantive There seem to be few British staff left amongst the cabin crew so maybe time for a name change and give the flag carrier status to a proper lowcost  and sadly the staff service has declined year on year Onboard the catering remains poor and surprised that DoCo can produce such rubbish meals when I have sampled their Turkish Airlines equivalent in August that was superb  guessing BA are too tight with their budget Onboard WiFi service is a joke and should be avoided,Negative
2298,2298,0.154,0.755,0.091,-0.5574, Filthy plane cabin staff ok appalling customer service staff who couldn’t care less when dealing with a complaint Paid extra for club Europebusiness class Food was poor they gave you wipes to clean your seat area yourself and we were split up so they could accommodate families Not really what you expect when you pay for the extra service Will be cancelling our other bookings we have with BA even if that means we lose our deposit,Negative
862,862,0.142,0.787,0.071,-0.5924,  The worst airline I have ever flown with Allocated the very back row next to the toilets and galley No chance of getting any sleep question asked of possible seat movement ignored and getting bumped the entire time by cabin crew walking or pushing kart up and down aisle without one apology Would have been better sitting in the luggage compartment,Negative
2297,2297,0.037,0.934,0.029,-0.7449, I arrived at the airport about 25 hours before takeoff to have more than about time to get checked in go through security etc All that went without any issues Being that I was relatively early at the gate I was one of the first passengers there After some time boarding had opened First the business class got called up then families with children and disabled people A couple minutes into the boarding they started to call up people one by one by name Then there was an announcement they won’t let anyone in anymore Me and about fifty other people were still standing at the gate not being let in The reason they said was that the plane was short staffed Later I discovered speaking to a manager that not only the flight was short staffed but also it was overbooked After the announcement people were getting angry because they wouldn’t be let in anymore Nothing changed and everyone was sent away I had a connecting flight later that day that I was going to miss because I was not let on the plane First I tried to get my luggage back which I didn’t receive immediately but got a hold of later on thanks to the airport personnel Then just like everyone who was going to fly with the same plane I wanted to talk to someone from British Airways Since they don’t have a service center at Frankfurt Airport everyone went to the checkin counters where we received food vouchers but not a single person was either able to rebook my or anyone’s flight nor get anyone refunded All the staff said was that we were going to receive an email in a couple hours with options to rebook the flight or get a refund I waited four hours for the email at the airport that did not come until today Trying to call the airline did not help either because they did not answer the phone or hung up in the middle of the conversation After the four hours of waiting for the email me and some other people from the same flight went back to the checkin counter to get a confirmation from them that I will receive a refund Being that there was a new shift the personell did not know what had happened When they scanned my passport an looked at the flight they found out that the system was dying that it was my fault I could not attend the flight It looked like I had missed it For everyone standing there with me it was exactly the same But the people at the counter said they could not do anything about it Later on we were able to speak to the manager after many phone calls he said they were going to take care of it We are supposed to get an email at some point in the future I was not able to get a written confirmation that I will get refunded even after several times asking for it I already flew a lot of times in my life but never ever has such a thing a happened to me Not only that me and so many other people were not let into the plane but also the customer service being so horrible that they were not able to rebook or confirm a refund in any way In the end the only option for me to get to my destination would have been to book a last minute flight for a lot of money which I would not know if I ever got it backed,Negative
2268,2268,0.064,0.9,0.036,-0.5905, Not a reliable airline You cannot trust the timing at all I had a 645am flight boarding was on time but then we are sitting in the plane for already 15 hours and the expected departure is still not clear They have discovered the engine is not working I am risking to be late for a business meeting in Geneva How come they bring a not working plane to the gate The funny thing is that I had another business trip in spring 2023 also with BA to Amsterdam When I arrived to the Airport that time  I was told I dont have a seat I was put on the next flight in several hours which should have get me to the business meeting late but still not too much A lot of stress In the end on the second plane we were sitting in the cabin for 15 hours and I have missed the meeting I thought it was a dramatic unlucky case that time but today I see its routine for BA not to fly on time,Negative
897,897,0.037,0.934,0.029,-0.7449, I arrived at the airport about 25 hours before takeoff to have more than about time to get checked in go through security etc All that went without any issues Being that I was relatively early at the gate I was one of the first passengers there After some time boarding had opened First the business class got called up then families with children and disabled people A couple minutes into the boarding they started to call up people one by one by name Then there was an announcement they won’t let anyone in anymore Me and about fifty other people were still standing at the gate not being let in The reason they said was that the plane was short staffed Later I discovered speaking to a manager that not only the flight was short staffed but also it was overbooked After the announcement people were getting angry because they wouldn’t be let in anymore Nothing changed and everyone was sent away I had a connecting flight later that day that I was going to miss because I was not let on the plane First I tried to get my luggage back which I didn’t receive immediately but got a hold of later on thanks to the airport personnel Then just like everyone who was going to fly with the same plane I wanted to talk to someone from British Airways Since they don’t have a service center at Frankfurt Airport everyone went to the checkin counters where we received food vouchers but not a single person was either able to rebook my or anyone’s flight nor get anyone refunded All the staff said was that we were going to receive an email in a couple hours with options to rebook the flight or get a refund I waited four hours for the email at the airport that did not come until today Trying to call the airline did not help either because they did not answer the phone or hung up in the middle of the conversation After the four hours of waiting for the email me and some other people from the same flight went back to the checkin counter to get a confirmation from them that I will receive a refund Being that there was a new shift the personell did not know what had happened When they scanned my passport an looked at the flight they found out that the system was dying that it was my fault I could not attend the flight It looked like I had missed it For everyone standing there with me it was exactly the same But the people at the counter said they could not do anything about it Later on we were able to speak to the manager after many phone calls he said they were going to take care of it We are supposed to get an email at some point in the future I was not able to get a written confirmation that I will get refunded even after several times asking for it I already flew a lot of times in my life but never ever has such a thing a happened to me Not only that me and so many other people were not let into the plane but also the customer service being so horrible that they were not able to rebook or confirm a refund in any way In the end the only option for me to get to my destination would have been to book a last minute flight for a lot of money which I would not know if I ever got it backed,Negative
2369,2369,0.081,0.882,0.037,-0.7184, I take comfort in reading the last ten or so reviews to see Im not the only traveller to put in words how absolutely abysmal British Airways are The only reason we are stuck using this awful airline is to use up points We booked Club Europe months ago London to Athens sat in row 3 and told they had run out of food options only choice was lentil pie or green curry Returning Athens to London Club Europe Couldnt check in online as promised so arrived at the airport 3hrs early To be told they had overbooked the flight and basically we were being bumped to economy This airline fails to deliver time and time again It is a national disgrace and I implore everyone to choose an alternative ,Negative
2356,2356,0.059,0.922,0.019,-0.6127,Not    Flew with BA to Punta Cana Took the trouble to reserve seats for both outbound and inbound flights On boarding at Gatwick realised we had been moved to much less good seats with other people sitting in the seats we had spent a lot of money reserving Apparently there has been a change of aircraft and a number of passengers had been automatically reallocated seats for no particular reason The crew said there was nothing they could do although of course they could just have swapped us with the couple using our seats We were told to claim a refund on return home We did this via a complaint form Ns BA offered us £100 in vouchers We didnt accept this as it was less than the cost of the seats and also naturally we wanted our money back We eventually got it but not without a fight Very second rate shoddy airline,Negative
2368,2368,0.064,0.9,0.036,-0.5905, Not a reliable airline You cannot trust the timing at all I had a 645am flight boarding was on time but then we are sitting in the plane for already 15 hours and the expected departure is still not clear They have discovered the engine is not working I am risking to be late for a business meeting in Geneva How come they bring a not working plane to the gate The funny thing is that I had another business trip in spring 2023 also with BA to Amsterdam When I arrived to the Airport that time  I was told I dont have a seat I was put on the next flight in several hours which should have get me to the business meeting late but still not too much A lot of stress In the end on the second plane we were sitting in the cabin for 15 hours and I have missed the meeting I thought it was a dramatic unlucky case that time but today I see its routine for BA not to fly on time,Negative
3381,3381,0.136,0.864,0.0,-0.743,Not    British Airways has confirmed itself as the worst airline in the UK Last minute cancellation no explanation refusal to book with another airline “because we don’t have an arrangement with them” What’s happened to what used to be our national airline,Negative
697,697,0.037,0.934,0.029,-0.7449, I arrived at the airport about 25 hours before takeoff to have more than about time to get checked in go through security etc All that went without any issues Being that I was relatively early at the gate I was one of the first passengers there After some time boarding had opened First the business class got called up then families with children and disabled people A couple minutes into the boarding they started to call up people one by one by name Then there was an announcement they won’t let anyone in anymore Me and about fifty other people were still standing at the gate not being let in The reason they said was that the plane was short staffed Later I discovered speaking to a manager that not only the flight was short staffed but also it was overbooked After the announcement people were getting angry because they wouldn’t be let in anymore Nothing changed and everyone was sent away I had a connecting flight later that day that I was going to miss because I was not let on the plane First I tried to get my luggage back which I didn’t receive immediately but got a hold of later on thanks to the airport personnel Then just like everyone who was going to fly with the same plane I wanted to talk to someone from British Airways Since they don’t have a service center at Frankfurt Airport everyone went to the checkin counters where we received food vouchers but not a single person was either able to rebook my or anyone’s flight nor get anyone refunded All the staff said was that we were going to receive an email in a couple hours with options to rebook the flight or get a refund I waited four hours for the email at the airport that did not come until today Trying to call the airline did not help either because they did not answer the phone or hung up in the middle of the conversation After the four hours of waiting for the email me and some other people from the same flight went back to the checkin counter to get a confirmation from them that I will receive a refund Being that there was a new shift the personell did not know what had happened When they scanned my passport an looked at the flight they found out that the system was dying that it was my fault I could not attend the flight It looked like I had missed it For everyone standing there with me it was exactly the same But the people at the counter said they could not do anything about it Later on we were able to speak to the manager after many phone calls he said they were going to take care of it We are supposed to get an email at some point in the future I was not able to get a written confirmation that I will get refunded even after several times asking for it I already flew a lot of times in my life but never ever has such a thing a happened to me Not only that me and so many other people were not let into the plane but also the customer service being so horrible that they were not able to rebook or confirm a refund in any way In the end the only option for me to get to my destination would have been to book a last minute flight for a lot of money which I would not know if I ever got it backed,Negative
940,940,0.171,0.783,0.046,-0.6042,Not    A totally unremarkable flight on time as comfortable as European configuration goes No catering due to the storm  effect greatly exaggerated This was advised by email and a euro 15 was provided  not easy to use  but lounge made up for this loss,Negative
2366,2366,0.11,0.82,0.07,-0.6428, BA standards continue to decline every time I fly with them This time a 45 min late departure which seems the norm for BA and no information from the rude and clueless boarding gate staff The Club lounge was overcrowded dirty and grubby and cleaning staff could not cope How many more cutbacks is BA going to apply before they become truly low cost As a 35 year veteran user of BA while people complained of Alex Cruz cutting costs the past 3 years has seen them decline very quickly under their latest CEO One reads the occasional article about BA improving things but I have yet to see anything substantive There seem to be few British staff left amongst the cabin crew so maybe time for a name change and give the flag carrier status to a proper lowcost  and sadly the staff service has declined year on year Onboard the catering remains poor and surprised that DoCo can produce such rubbish meals when I have sampled their Turkish Airlines equivalent in August that was superb  guessing BA are too tight with their budget Onboard WiFi service is a joke and should be avoided,Negative
935,935,0.126,0.815,0.059,-0.7269, Booked a flight from Bucharest to Manchester with a 2h 45’ layover at Heathrow Flight was delayed from Bucharest because of ATC strike Arrived at Heathrow 40 minutes later than scheduled and still had enough time to catch my connecting flight Unfortunately we were stranded in the plane and waited a very long time to disembark the plane due to lack of staff or slot shortage it’s a common problem with BA at Heathrow I missed my connecting flight because of their delays and they told me I had to wait all night in a freezing airport for the first flight the next day There was just a shameful 10£ food voucher which is a joke considering the ridiculous prices at LHR No accommodation offered and had to sleep in a very cold airport I asked for compensation and they sent me a long text with the same lame excuses that they are sorry but they will not compensate anything  I can’t imagine a worst airline than BA regarding customer care It is not about money here but rather than the way they treat customers It is the last time in my lifetime that I will be flying this joke of an airline,Negative
698,698,0.154,0.755,0.091,-0.5574, Filthy plane cabin staff ok appalling customer service staff who couldn’t care less when dealing with a complaint Paid extra for club Europebusiness class Food was poor they gave you wipes to clean your seat area yourself and we were split up so they could accommodate families Not really what you expect when you pay for the extra service Will be cancelling our other bookings we have with BA even if that means we lose our deposit,Negative
856,856,0.059,0.922,0.019,-0.6127,Not    Flew with BA to Punta Cana Took the trouble to reserve seats for both outbound and inbound flights On boarding at Gatwick realised we had been moved to much less good seats with other people sitting in the seats we had spent a lot of money reserving Apparently there has been a change of aircraft and a number of passengers had been automatically reallocated seats for no particular reason The crew said there was nothing they could do although of course they could just have swapped us with the couple using our seats We were told to claim a refund on return home We did this via a complaint form Ns BA offered us £100 in vouchers We didnt accept this as it was less than the cost of the seats and also naturally we wanted our money back We eventually got it but not without a fight Very second rate shoddy airline,Negative
926,926,0.118,0.845,0.037,-0.6729,     Never I saw such a terrible customer experience The plane landed already 30 minutes late despite any operational delays the boarding took over 1 hour because the crew did not know where to place the luggages After this long 1 hour boarding process the captain did not apologise  This is extremely frustrating when this occurs on a night flight forcing passengers to lose train connections to home,Negative
2362,2362,0.142,0.787,0.071,-0.5924,  The worst airline I have ever flown with Allocated the very back row next to the toilets and galley No chance of getting any sleep question asked of possible seat movement ignored and getting bumped the entire time by cabin crew walking or pushing kart up and down aisle without one apology Would have been better sitting in the luggage compartment,Negative
3460,3460,0.069,0.907,0.024,-0.5844,     BA has a real problem with boarding its flights Those who get on first fill the luggage bins with 2 bags one of which is supposed to be small and under seat only Cabin staff dont bother implementing their own rules Subsequent passengers mill up and down the aisle bumping into each other searching for space Boarding this flight took an hour as a result of this nonsense The incoming flight was late already so our 90 minute flight was 90 minutes late,Negative
2935,2935,0.126,0.815,0.059,-0.7269, Booked a flight from Bucharest to Manchester with a 2h 45’ layover at Heathrow Flight was delayed from Bucharest because of ATC strike Arrived at Heathrow 40 minutes later than scheduled and still had enough time to catch my connecting flight Unfortunately we were stranded in the plane and waited a very long time to disembark the plane due to lack of staff or slot shortage it’s a common problem with BA at Heathrow I missed my connecting flight because of their delays and they told me I had to wait all night in a freezing airport for the first flight the next day There was just a shameful 10£ food voucher which is a joke considering the ridiculous prices at LHR No accommodation offered and had to sleep in a very cold airport I asked for compensation and they sent me a long text with the same lame excuses that they are sorry but they will not compensate anything  I can’t imagine a worst airline than BA regarding customer care It is not about money here but rather than the way they treat customers It is the last time in my lifetime that I will be flying this joke of an airline,Negative
2360,2360,0.069,0.907,0.024,-0.5844,     BA has a real problem with boarding its flights Those who get on first fill the luggage bins with 2 bags one of which is supposed to be small and under seat only Cabin staff dont bother implementing their own rules Subsequent passengers mill up and down the aisle bumping into each other searching for space Boarding this flight took an hour as a result of this nonsense The incoming flight was late already so our 90 minute flight was 90 minutes late,Negative
706,706,0.128,0.81,0.062,-0.6801, Very Poor Business class product BA is not even close to the other airline leaders Which ever way they sell the seat on a 777 it is a 242 layout The cabin feels and is very cramped The food in business class is economy quality just served in a china dish However the price of course is at premier levels The only positive of the whole fight and return were the cabin crew who were fantastic I felt genuinely sorry for them having to try and flog such a poor product Would I fly BA business again only if their were no other options and I had no choice,Negative
3456,3456,0.059,0.922,0.019,-0.6127,Not    Flew with BA to Punta Cana Took the trouble to reserve seats for both outbound and inbound flights On boarding at Gatwick realised we had been moved to much less good seats with other people sitting in the seats we had spent a lot of money reserving Apparently there has been a change of aircraft and a number of passengers had been automatically reallocated seats for no particular reason The crew said there was nothing they could do although of course they could just have swapped us with the couple using our seats We were told to claim a refund on return home We did this via a complaint form Ns BA offered us £100 in vouchers We didnt accept this as it was less than the cost of the seats and also naturally we wanted our money back We eventually got it but not without a fight Very second rate shoddy airline,Negative
762,762,0.142,0.787,0.071,-0.5924,  The worst airline I have ever flown with Allocated the very back row next to the toilets and galley No chance of getting any sleep question asked of possible seat movement ignored and getting bumped the entire time by cabin crew walking or pushing kart up and down aisle without one apology Would have been better sitting in the luggage compartment,Negative
726,726,0.118,0.845,0.037,-0.6729,     Never I saw such a terrible customer experience The plane landed already 30 minutes late despite any operational delays the boarding took over 1 hour because the crew did not know where to place the luggages After this long 1 hour boarding process the captain did not apologise  This is extremely frustrating when this occurs on a night flight forcing passengers to lose train connections to home,Negative
2256,2256,0.059,0.922,0.019,-0.6127,Not    Flew with BA to Punta Cana Took the trouble to reserve seats for both outbound and inbound flights On boarding at Gatwick realised we had been moved to much less good seats with other people sitting in the seats we had spent a lot of money reserving Apparently there has been a change of aircraft and a number of passengers had been automatically reallocated seats for no particular reason The crew said there was nothing they could do although of course they could just have swapped us with the couple using our seats We were told to claim a refund on return home We did this via a complaint form Ns BA offered us £100 in vouchers We didnt accept this as it was less than the cost of the seats and also naturally we wanted our money back We eventually got it but not without a fight Very second rate shoddy airline,Negative
2260,2260,0.069,0.907,0.024,-0.5844,     BA has a real problem with boarding its flights Those who get on first fill the luggage bins with 2 bags one of which is supposed to be small and under seat only Cabin staff dont bother implementing their own rules Subsequent passengers mill up and down the aisle bumping into each other searching for space Boarding this flight took an hour as a result of this nonsense The incoming flight was late already so our 90 minute flight was 90 minutes late,Negative
906,906,0.128,0.81,0.062,-0.6801, Very Poor Business class product BA is not even close to the other airline leaders Which ever way they sell the seat on a 777 it is a 242 layout The cabin feels and is very cramped The food in business class is economy quality just served in a china dish However the price of course is at premier levels The only positive of the whole fight and return were the cabin crew who were fantastic I felt genuinely sorry for them having to try and flog such a poor product Would I fly BA business again only if their were no other options and I had no choice,Negative
735,735,0.126,0.815,0.059,-0.7269, Booked a flight from Bucharest to Manchester with a 2h 45’ layover at Heathrow Flight was delayed from Bucharest because of ATC strike Arrived at Heathrow 40 minutes later than scheduled and still had enough time to catch my connecting flight Unfortunately we were stranded in the plane and waited a very long time to disembark the plane due to lack of staff or slot shortage it’s a common problem with BA at Heathrow I missed my connecting flight because of their delays and they told me I had to wait all night in a freezing airport for the first flight the next day There was just a shameful 10£ food voucher which is a joke considering the ridiculous prices at LHR No accommodation offered and had to sleep in a very cold airport I asked for compensation and they sent me a long text with the same lame excuses that they are sorry but they will not compensate anything  I can’t imagine a worst airline than BA regarding customer care It is not about money here but rather than the way they treat customers It is the last time in my lifetime that I will be flying this joke of an airline,Negative
740,740,0.171,0.783,0.046,-0.6042,Not    A totally unremarkable flight on time as comfortable as European configuration goes No catering due to the storm  effect greatly exaggerated This was advised by email and a euro 15 was provided  not easy to use  but lounge made up for this loss,Negative
2906,2906,0.128,0.81,0.062,-0.6801, Very Poor Business class product BA is not even close to the other airline leaders Which ever way they sell the seat on a 777 it is a 242 layout The cabin feels and is very cramped The food in business class is economy quality just served in a china dish However the price of course is at premier levels The only positive of the whole fight and return were the cabin crew who were fantastic I felt genuinely sorry for them having to try and flog such a poor product Would I fly BA business again only if their were no other options and I had no choice,Negative
2262,2262,0.142,0.787,0.071,-0.5924,  The worst airline I have ever flown with Allocated the very back row next to the toilets and galley No chance of getting any sleep question asked of possible seat movement ignored and getting bumped the entire time by cabin crew walking or pushing kart up and down aisle without one apology Would have been better sitting in the luggage compartment,Negative
2340,2340,0.171,0.783,0.046,-0.6042,Not    A totally unremarkable flight on time as comfortable as European configuration goes No catering due to the storm  effect greatly exaggerated This was advised by email and a euro 15 was provided  not easy to use  but lounge made up for this loss,Negative
898,898,0.154,0.755,0.091,-0.5574, Filthy plane cabin staff ok appalling customer service staff who couldn’t care less when dealing with a complaint Paid extra for club Europebusiness class Food was poor they gave you wipes to clean your seat area yourself and we were split up so they could accommodate families Not really what you expect when you pay for the extra service Will be cancelling our other bookings we have with BA even if that means we lose our deposit,Negative
756,756,0.059,0.922,0.019,-0.6127,Not    Flew with BA to Punta Cana Took the trouble to reserve seats for both outbound and inbound flights On boarding at Gatwick realised we had been moved to much less good seats with other people sitting in the seats we had spent a lot of money reserving Apparently there has been a change of aircraft and a number of passengers had been automatically reallocated seats for no particular reason The crew said there was nothing they could do although of course they could just have swapped us with the couple using our seats We were told to claim a refund on return home We did this via a complaint form Ns BA offered us £100 in vouchers We didnt accept this as it was less than the cost of the seats and also naturally we wanted our money back We eventually got it but not without a fight Very second rate shoddy airline,Negative
2266,2266,0.11,0.82,0.07,-0.6428, BA standards continue to decline every time I fly with them This time a 45 min late departure which seems the norm for BA and no information from the rude and clueless boarding gate staff The Club lounge was overcrowded dirty and grubby and cleaning staff could not cope How many more cutbacks is BA going to apply before they become truly low cost As a 35 year veteran user of BA while people complained of Alex Cruz cutting costs the past 3 years has seen them decline very quickly under their latest CEO One reads the occasional article about BA improving things but I have yet to see anything substantive There seem to be few British staff left amongst the cabin crew so maybe time for a name change and give the flag carrier status to a proper lowcost  and sadly the staff service has declined year on year Onboard the catering remains poor and surprised that DoCo can produce such rubbish meals when I have sampled their Turkish Airlines equivalent in August that was superb  guessing BA are too tight with their budget Onboard WiFi service is a joke and should be avoided,Negative
760,760,0.069,0.907,0.024,-0.5844,     BA has a real problem with boarding its flights Those who get on first fill the luggage bins with 2 bags one of which is supposed to be small and under seat only Cabin staff dont bother implementing their own rules Subsequent passengers mill up and down the aisle bumping into each other searching for space Boarding this flight took an hour as a result of this nonsense The incoming flight was late already so our 90 minute flight was 90 minutes late,Negative
2335,2335,0.126,0.815,0.059,-0.7269, Booked a flight from Bucharest to Manchester with a 2h 45’ layover at Heathrow Flight was delayed from Bucharest because of ATC strike Arrived at Heathrow 40 minutes later than scheduled and still had enough time to catch my connecting flight Unfortunately we were stranded in the plane and waited a very long time to disembark the plane due to lack of staff or slot shortage it’s a common problem with BA at Heathrow I missed my connecting flight because of their delays and they told me I had to wait all night in a freezing airport for the first flight the next day There was just a shameful 10£ food voucher which is a joke considering the ridiculous prices at LHR No accommodation offered and had to sleep in a very cold airport I asked for compensation and they sent me a long text with the same lame excuses that they are sorry but they will not compensate anything  I can’t imagine a worst airline than BA regarding customer care It is not about money here but rather than the way they treat customers It is the last time in my lifetime that I will be flying this joke of an airline,Negative
